1	k0pkosdrx89m	2
2	o8odpysxlr9y	2
3	k1t91c285de5	1
4	c10nht9fkgfi	1
5	k1t91c285de5	2
6	k0pkosdrx89m	1
7	c10nht9fkgfi	2
8	ubcgbtccg5im	2
9	8lpginuja9i9	1
10	pvdcoybuflns	2
11	kz7idgmn9xho	0
12	cv4eqjwksbs4	0
13	cv4eqjwksbs4	1
14	cv4eqjwksbs4	2
15	kz7idgmn9xho	1
16	ycynsh432xs7	0
17	30h86p6sgnrf	1
18	ycynsh432xs7	1
19	nufonkk3js11	2
20	8o1vhes5gluq	2
21	s7q114h5migh	2
22	4xhy6p5pv0vh	0
23	4xhy6p5pv0vh	2
24	bn9xovnes7dc	2
25	30h86p6sgnrf	2
26	8o1vhes5gluq	1
27	4xhy6p5pv0vh	1
28	nufonkk3js11	1
29	n54wi76zm5mh	2
30	n54wi76zm5mh	1
31	bn9xovnes7dc	1
32	g4maowcs9qd8	2
33	n2v3739qf224	1
34	n0qstzxfor3l	0
35	v7e0x5ur7dbp	1
36	3smo2puhjah0	2
37	fuypuppkikzq	2
38	g7j4sozndtxu	2
39	vo7ie2jugfmf	2
40	ntzxgz4kgqfq	0
41	ntzxgz4kgqfq	1
42	ntzxgz4kgqfq	2
43	cbqrxit708e4	2
44	1pjpoh8rg9d6	2
45	k6vog39letbf	2
46	pcwgzac6c2ip	1
47	1pjpoh8rg9d6	1
48	p91yxy2xao5d	1
49	zqsc58gzqoys	0
50	awt0dpu6h19k	0
51	yjp73ep9rxkj	1
52	zqsc58gzqoys	1
53	3ecc342omgzd	1
54	awt0dpu6h19k	1
55	awt0dpu6h19k	2
56	zqsc58gzqoys	2
57	1yuqmheqgccm	2
58	p91yxy2xao5d	2
59	ydq74dpjejwd	2
60	wd1eha94l8mh	2
61	intj53xhqxf8	2
62	ms017mzxjlqd	2
63	3ecc342omgzd	2
64	qjxxj4wf2jhx	2
65	ms017mzxjlqd	1
66	vakk5ptt87hs	0
67	lgivmv7ph5e3	2
68	0k03ijz7q5o3	1
69	vakk5ptt87hs	1
70	0k03ijz7q5o3	2
71	jn0tgxliszus	2
72	9k6r5x3rn3np	2
73	5r3y77hmkzay	2
74	5r3y77hmkzay	1
75	5r3y77hmkzay	0
76	2aihbhana8uk	1
77	weeq3xf5e948	2
78	bu9411le8637	2
79	g9f84yto78r4	1
80	s1dfzuo7mx7l	2
81	0fq1sfofd5fs	2
82	fkh31dd2dr63	2
83	9c8d3pf654fh	2
84	gmjs6ntfmhol	2
85	gmjs6ntfmhol	1
86	x85h1lsaauba	2
87	bu9411le8637	1
88	2pjskb8takv2	1
89	9281tfqmod34	1
90	fkh31dd2dr63	1
91	2pjskb8takv2	2
92	x85h1lsaauba	1
93	r1kyyo7ur7a1	1
94	5p78fdaheljq	1
95	vt7zgr7jsg9t	0
96	ntktadomhpqn	2
97	ypu8wecq5kpj	1
98	vt7zgr7jsg9t	1
99	4x8ixw4awcze	2
100	4x8ixw4awcze	0
101	rng7ygaakb1y	1
102	r1kyyo7ur7a1	2
103	4x8ixw4awcze	1
104	ql14wytdllt3	2
105	bwtle7p0mhbp	2
106	ql14wytdllt3	1
107	1e8h7tp7ns0m	2
108	p7qofh5aekrl	2
109	9r0880q62hda	1
110	mn93eiusegar	0
111	mn93eiusegar	1
112	dayfay9jdsp7	1
113	bwtle7p0mhbp	1
114	rpb7rahfihgh	2
115	dayfay9jdsp7	2
116	rpb7rahfihgh	1
117	hgm1g3sh2sus	2
118	reuy8dbchs7i	1
119	xiv533s3e2zt	2
120	047sp7piexjq	1
121	lv4cp1ajrlhj	0
122	lv4cp1ajrlhj	1
123	56d9nmel7pp5	2
124	lv4cp1ajrlhj	2
125	qq8madqv0aho	2
126	wfcvkwmuldsr	2
127	56d9nmel7pp5	1
128	bs2kwwz7b3ff	0
129	qy8t5c0wcv81	1
130	bs2kwwz7b3ff	2
131	3yaadlf7wqn2	1
132	047sp7piexjq	2
133	qq8madqv0aho	1
134	qhdn8p19ctc5	2
135	3yaadlf7wqn2	2
136	wmzyourra8ug	2
137	f5i9f794mfvp	2
138	f5i9f794mfvp	1
139	b15ttax5mmib	1
140	6kbpw28qpnmn	2
141	38dljduc7svt	1
142	q0lxv04duzui	1
143	sf70xhkqay6b	2
144	q0lxv04duzui	2
145	nyd0huqvbtq3	2
146	9zvgrjk3g68e	1
147	9zvgrjk3g68e	2
148	slgggkb8ib3g	2
149	d7mgav0uk7tm	0
150	y780aslufu2k	2
151	9zfkmxs6c7xu	2
152	8q69tfjwav7c	2
153	4yzzxphtvxhj	1
154	ua2vxqms8x3f	2
155	8hkud78ihyl4	1
156	slgggkb8ib3g	1
157	6xzrhyvy250n	1
158	h94uacu8pcfu	2
159	am361r7cg3w7	2
160	ua2vxqms8x3f	1
161	rhl8aq9iefil	1
162	38dljduc7svt	2
163	88oz0r3lm3lx	2
164	5hvxyzqtqxfy	2
165	5hvxyzqtqxfy	1
166	xno60rt2a6s4	2
167	xfqu6lq61vh0	2
168	60o2vw5cpe68	2
169	xsi2tov7ocoq	2
170	j5lis1zpcil9	2
171	60o2vw5cpe68	0
172	7rk01p6s8bhp	2
173	o7vsyecf27ua	1
174	hwpg6yifdb2l	2
175	8hkud78ihyl4	2
176	pp5rlybpljhx	2
177	o7vsyecf27ua	2
178	kfhce0d3ry8l	2
179	2jwdhslprmq5	2
180	72dy02nqy9n8	1
181	o98yyepoizz2	2
182	gsxtu55o9g8l	2
183	l1eygmy6gw0m	2
184	b4rmaqy6fllp	1
185	mxgvens5siho	0
186	mxgvens5siho	2
187	4em7cmb12src	1
188	tir8ray7hl34	2
189	u0j6i9qhdtca	2
190	7yvyqo9fhzu4	2
191	uhc9tmlej9xs	2
192	8a6xy0m8ej1o	2
193	8lq1dwgtk134	2
194	slgggkb8ib3g	0
195	juvswu9z5f14	0
196	cu43sujdnn3h	1
197	cu43sujdnn3h	2
198	zcyuowrhocja	1
199	qliy07iuritp	2
200	yo9b35ahkt5b	1
201	bqmn1j1stz5g	2
202	wqgx5nrxlfi1	2
203	bqmn1j1stz5g	1
204	qliy07iuritp	1
205	bu6luvv63ytf	1
206	vehgr3f1r1zr	1
207	8lnfjb0cd16b	2
208	0e796fbbwrmx	1
209	r5u8j683nibp	1
210	iyuw1qd4rr4h	0
211	0e796fbbwrmx	2
212	9ufb7db8qkj2	1
213	n1fpxa75yz23	1
214	nh7z0jvpczzr	1
215	6hrgbkvnohv1	1
216	6hrgbkvnohv1	2
217	d2p0gf7unc5o	1
218	n5i4zfzhgt1l	2
219	kpebcwyim07p	1
220	f6oqg6g6378j	1
221	cp5p5swxvqcn	0
222	cp5p5swxvqcn	2
223	cp5p5swxvqcn	1
224	9zkqls6f7j28	2
225	5d734p0n0lh9	0
226	5d734p0n0lh9	1
227	5d734p0n0lh9	2
228	9cip9hoy7cw0	2
229	3jq9pph4kocg	2
230	3gium12zcrxx	1
231	dy7fpbpzo2ri	0
232	ly256195glb2	1
233	3gium12zcrxx	2
234	3gium12zcrxx	0
235	hlqptyatp8y2	1
236	9l0izzwx8pom	0
237	9l0izzwx8pom	1
238	y3mbiml0qzt7	2
239	qfjy18zbf917	0
240	qfjy18zbf917	2
241	sgyr7ll2pq61	1
242	nq61qpe3yqkl	0
243	njl4ugz6pgx4	2
244	k6moqvmra6rb	2
245	j9rn5saq9lg2	2
246	sgyr7ll2pq61	2
247	j9rn5saq9lg2	1
248	k6moqvmra6rb	1
249	8rn7gi629hi9	2
250	8rn7gi629hi9	0
251	k8ty26tkc5xq	1
252	4mlhcd3pt446	2
253	k8ty26tkc5xq	0
254	8rn7gi629hi9	1
255	xjckssrdizrv	2
256	k8ty26tkc5xq	2
257	y01sxvsmedhw	0
258	83u4fe1dfcou	1
259	3tp62gvzpckb	2
260	wrsp2jtbrjgg	1
261	1cigdva9t5ix	1
262	1cigdva9t5ix	2
263	1cigdva9t5ix	0
264	8ypo72isazuf	2
265	wrsp2jtbrjgg	2
266	o1mlst0y41cz	1
267	ofusmnkvibq6	2
268	3j2piurhwbay	1
269	ihb71h3bfwd3	2
270	8ypo72isazuf	0
271	50kaivon57i4	1
272	rzunp0i2e3qd	2
273	ogepmtakgren	1
274	ihb71h3bfwd3	1
275	ma0a7gb73dnt	0
276	o1mlst0y41cz	2
277	h5h8wrvueid8	2
278	ma0a7gb73dnt	2
279	vcfp97234yo9	2
280	ybejhphcb2se	1
281	pop2pkunn8n9	2
282	ks8r10sfwhjk	1
283	vcfp97234yo9	0
284	ng0xm9cyp1g2	2
285	ihb71h3bfwd3	0
286	3dell8j2m43s	2
287	3dell8j2m43s	1
288	s342owd9w311	2
289	b5538g579nrw	2
290	b5538g579nrw	1
291	mzj7abjacpwh	2
292	ng0xm9cyp1g2	1
293	vzzzpms2qhh2	1
294	3tcjxc6bvldz	0
295	kcezliawqv38	2
296	3tcjxc6bvldz	2
297	k4dvvzdd1w2c	1
298	wttzrzlc6buq	0
299	wttzrzlc6buq	1
300	3lryjqnsxcgt	2
301	9iayv60ok5e5	1
302	wttzrzlc6buq	2
303	vjrmv75ho4ju	2
304	vpfe2i1rpmkl	0
305	jl7zsav9j5kb	1
306	d83pedoyijcy	1
307	d83pedoyijcy	0
308	vpfe2i1rpmkl	2
309	1qg9293cct56	0
310	528ylafnqjbf	0
311	8uggc9f95naf	2
312	i57iu8akd9w4	2
313	1qg9293cct56	2
314	528ylafnqjbf	1
315	jl7zsav9j5kb	2
316	9iayv60ok5e5	2
317	s4rt6qi850z6	2
318	1qg9293cct56	1
319	8uggc9f95naf	1
320	i57iu8akd9w4	0
321	i57iu8akd9w4	1
322	vpfe2i1rpmkl	1
323	i837eiie01v0	1
324	lqbkeapd9b8d	0
325	8uggc9f95naf	0
326	d83pedoyijcy	2
327	3q7f8osw70as	2
328	9iayv60ok5e5	0
329	3q7f8osw70as	0
330	3q7f8osw70as	1
331	961dgmai5rda	1
332	zmdau7t6rloj	2
333	zmdau7t6rloj	0
334	3gm42j4lfr7v	0
335	ewcirzrc5i0h	2
336	xyghlbhp1xa9	1
337	x5f86thqq5hu	2
338	961dgmai5rda	2
339	hfrau2ony8tq	1
340	j4mroqu8h86a	1
341	xyghlbhp1xa9	2
342	zk600877lisc	1
343	hfrau2ony8tq	2
344	ueolt6bdoyik	2
345	myi6onopa8bq	2
346	7xj1gvz4tp3o	1
347	zk600877lisc	2
348	7xj1gvz4tp3o	0
349	5d2soe1n20ap	1
350	5d2soe1n20ap	0
351	j4mroqu8h86a	0
352	emu23pq3aa1f	2
353	dvtpl9w15gqf	2
354	2j3inc2ikpw5	1
355	tsh802fmzd52	2
356	3dlwvt4c1hmm	2
357	q5ltuhxeooma	2
358	aj8v3gr5yw50	2
359	5u5sq26353py	2
360	ez6jff2zwdyw	2
361	q5ltuhxeooma	1
362	clr390wtsiez	2
363	aj8v3gr5yw50	0
364	m6378filj667	1
365	ww6n5f44a2rv	2
366	7dz48pebu0ol	1
367	42ofgtn7oo1n	2
368	fwn2t866f0rh	2
369	ksxo6r8yays4	1
370	uf28rcq8i0sy	2
371	xnx06wce9z6s	1
372	xnx06wce9z6s	2
373	k8qtniv9k6ow	2
374	ksxo6r8yays4	0
375	9fbgiajab2h2	2
376	ksxo6r8yays4	2
377	9fbgiajab2h2	1
378	k45jfkvspvub	2
379	k45jfkvspvub	1
380	885iv24svliw	2
381	hbpj8rzl6s4k	2
382	u6e6m0yya6q8	1
383	xatop04p10f3	1
384	h1lanuvrvvuu	2
385	59vln17jrglw	2
386	xatop04p10f3	2
387	bvuedcedicud	2
388	fm3xde3vzvrp	1
389	bvuedcedicud	1
390	5woe3r6jykoz	2
391	vr4547ytn6ie	2
392	nc6q6zsl6v7o	1
393	h5gz7yyor6io	2
394	h5gz7yyor6io	1
395	nc6q6zsl6v7o	2
396	tqh99jck2ps1	1
397	tqh99jck2ps1	2
398	tqh99jck2ps1	0
399	xqlpboprzrm5	2
400	hoen30o0kiv3	1
401	xqlpboprzrm5	0
402	xivpi4bwh5wr	1
403	a7xvxa3iyvfw	2
404	a7xvxa3iyvfw	1
405	hoen30o0kiv3	2
406	uwumqmdnpwen	2
407	30jijcer9baw	1
408	sp73xpijyfps	2
409	0w7ajbj24ric	1
410	0w7ajbj24ric	2
411	bsr7b4urz16v	1
412	bsr7b4urz16v	2
413	2u5l0o6qjpsn	1
414	i63knl8ge2iz	1
415	1uvwh2cu39po	2
416	kj3txfqtfxop	2
417	238xz3k72oq7	2
418	6oig398qcucx	2
419	n7rh5yquk2lh	2
420	4k98ozkic8cq	1
421	06thxk9g81m9	2
422	1w6yi5hwapi2	2
423	1w6yi5hwapi2	1
424	o3r0bknmrm10	2
425	06thxk9g81m9	1
426	2hxjow2631uh	2
427	10ih5oe8fxct	2
428	k29t94a6ynth	1
429	k29t94a6ynth	2
430	wpynod0yzfoy	2
431	wpynod0yzfoy	0
432	q0y04jdad7py	1
